"Title","Publish Year","Authors","Rating","Image Uri","Amazon Uri","Content Uri","Content Type","Category Group Name","Category Name","Reflection"
"Essentials of Metaheuristics","2011","Sean Luke","0.00","https://images-na.ssl-images-amazon.com/images/I/61pvgyZ8TLL._SX385_BO1,204,203,200_.jpg","https://www.amazon.com/Essentials-Metaheuristics-Sean-Luke/dp/0557148596","","","Artificial Intelligence","General",""
"Bayesian Artificial Intelligence","2011","Kevin B. Korb,‎ Ann E. Nicholson","0.00","https://images-na.ssl-images-amazon.com/images/I/51oQuLZIMiL._SX316_BO1,204,203,200_.jpg","https://www.amazon.com.au/Bayesian-Artificial-Intelligence-Second-Kevin/dp/1439815917","","","Artificial Intelligence","General",""
"Artificial Intelligence Techniques for Relational Decision Making","2014","Tshilidzi Marwala","0.00","https://images-na.ssl-images-amazon.com/images/I/51lAKzly6YL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-Techniques-Information-Processing/dp/3319114239","","","Artificial Intelligence","General",""
"Artificial Intelligence in the 21st Century ","2015","Stephen Lucci,‎ Danny Kopec","0.00","https://images-fe.ssl-images-amazon.com/images/I/51oGoCwylXL.jpg","https://www.amazon.com.au/Artificial-Intelligence-21st-Century-Second-ebook/dp/B019E5YELM","","","Artificial Intelligence","General",""
"Artificial Intelligence in Behavioral and Mental Health Care","2016","David D. Luxton","0.00","https://images-na.ssl-images-amazon.com/images/I/51iBw0GOPYL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-Behavioral-Mental-Health/dp/0124202489","","","Artificial Intelligence","General",""
"Artificial Intelligence: Foundations of Computational Agents","2010","David L. Poole, Alan K. Mackworth","0.00","https://images-na.ssl-images-amazon.com/images/I/51cWmPO2NBL._SX340_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-Foundations-Computational-Agents/dp/0521519004","","","Artificial Intelligence","General",""
"Artificial Intelligence for Humans, Volume 1: Fundamental Algorithms","2014","Jeff Heaton","0.00","https://images-fe.ssl-images-amazon.com/images/I/41h1LXbrzIL.jpg","https://www.amazon.com.au/Artificial-Intelligence-Humans-Fundamental-Algorithms-ebook/dp/B00HAT0APE","","","Artificial Intelligence","General",""
"Artificial Intelligence for Humans, Volume 2: Nature-Inspired Algorithm","2014","Jeff Heaton","0.00","https://images-fe.ssl-images-amazon.com/images/I/51PQWazEOuL.jpg","https://www.amazon.com.au/Artificial-Intelligence-Humans-Nature-Inspired-Algorithms-ebook/dp/B00MYLNLSQ","","","Artificial Intelligence","General",""
"Artificial Intelligence for Humans, Volume 3: Deep Learning and Neural Networks","2015","Jeff Heaton","0.00","https://images-fe.ssl-images-amazon.com/images/I/51GcxsigegL.jpg","https://www.amazon.com.au/Artificial-Intelligence-Humans-Learning-Networks-ebook/dp/B0184WRDEQ","","","Artificial Intelligence","General",""
"Artificial Intelligence Applications in Distance Education","2015"," Utku Kose, Durmus Koc (Editor)","0.00","https://images-na.ssl-images-amazon.com/images/I/51xUh39fNAL._SX367_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-Applications-Distance-Education/dp/146666276X","","","Artificial Intelligence","General",""
"Artificial Intelligence: A New Synthesis","1998","Nils J. Nilsson","0.00","https://images-na.ssl-images-amazon.com/images/I/51mbllwkbaL._SX394_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-Synthesis-Nils-Nilsson/dp/1558604677","","","Artificial Intelligence","General",""
"Artificial Intelligence","1992","Patrick Henry Winston","0.00","https://images-na.ssl-images-amazon.com/images/I/51G1ZYR5C5L._SX384_BO1,204,203,200_.jpg","https://www.amazon.com/Artificial-Intelligence-3rd-Winston/dp/0201533774","","","Artificial Intelligence","General",""
"The Master Algorithm","2018","Pedro Domingos","0.00","https://images-na.ssl-images-amazon.com/images/I/51hx36lKe6L._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/dp/0465094279/ref=sspa_dk_detail_0?psc=1","","","Artificial Intelligence","General",""
"Introduction To Expert Systems","1998","Peter Jackson","0.00","https://images-na.ssl-images-amazon.com/images/I/41VJ4Uqzj%2BL._SX344_BO1,204,203,200_.jpg","https://www.amazon.com/Introduction-Expert-Systems-Peter-Jackson/dp/0201876868/ref=pd_sbs_14_2?_encoding=UTF8&pd_rd_i=0201876868&pd_rd_r=dcee50ed-826a-11e8-a9f0-db3dc51fc8a8&pd_rd_w=q6VXo&pd_rd_wg=BoQlt&pf_rd_i=desktop-dp-sims&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=5825442648805390339&pf_rd_r=D3D6X0WJK9TSRZXKWW0G&pf_rd_s=desktop-dp-sims&pf_rd_t=40701&psc=1&refRID=D3D6X0WJK9TSRZXKWW0G","","","Artificial Intelligence","Expert Systems",""
"Behind Closed Doors: Secrets of Great Management","2005","Johanna Rothman, Esther Derby","0.00","https://images-na.ssl-images-amazon.com/images/I/41eB-W0H33L._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Behind-Closed-Doors-Management-Programmers/dp/0976694026","","","Business Administration","Leadership and Management",""
"Mastery The Keys to Success and Long-Term Fulfillment","1992"," George Leonard ","0.00","https://images-na.ssl-images-amazon.com/images/I/51LV4LuM5KL._SX355_BO1,204,203,200_.jpg","https://www.amazon.com/Mastery-Keys-Success-Long-Term-Fulfillment/dp/0452267560","","","Business Administration","Leadership and Management",""
"The 7 Habits of Highly Effective People","2013","Stephen R. Covey","0.00","https://images-na.ssl-images-amazon.com/images/I/51S1IFlzLcL._SX321_BO1,204,203,200_.jpg","https://www.amazon.com/Habits-Highly-Effective-People-Powerful/dp/1451639619","","","Business Administration","Leadership and Management",""
"Thinking, Fast and Slow","2013","Daniel Kahneman","0.00","https://images-na.ssl-images-amazon.com/images/I/41RtytNpsfL._SX332_BO1,204,203,200_.jpg","https://www.amazon.com.au/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555","","","Business Administration","Leadership and Management",""
"A Random Walk Down Wall Street: The Time-Tested Strategy for Successful Investing","2011","Burton G. Malkiel","0.00","https://images-na.ssl-images-amazon.com/images/I/51sDLqQsPeL._SX325_BO1,204,203,200_.jpg","https://www.amazon.com/Random-Walk-Down-Wall-Street/dp/0393081435","","","Business Administration","Finance and Economics",""
"Against the Gods: The Remarkable Story of Risk","1998","Peter L. Bernstein","0.00","https://images-na.ssl-images-amazon.com/images/I/51oAcsbWKLL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com.au/Against-Gods-Remarkable-Story-Risk/dp/0471295639","","","Business Administration","Finance and Economics",""
"Barbarians at the Gate","2009","Bryan Burrough,‎ John Helyar","0.00","https://images-fe.ssl-images-amazon.com/images/I/51cqrkNAMIL.jpg","https://www.amazon.com.au/Barbarians-Gate-Fall-RJR-Nabisco-ebook/dp/B000FC10QG","","","Business Administration","Finance and Economics",""
"Bio-Inspired Credit Risk Analysis: Computational Intelligence with Support Vector Machines","2008","Lean Yu,‎ Shouyang Wang,‎ Kin Keung Lai,‎ Ligang Zhou","0.00","https://images-na.ssl-images-amazon.com/images/I/413FHIBfqlL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com.au/Bio-Inspired-Credit-Risk-Analysis-Computational/dp/3540778020","","","Business Administration","Finance and Economics",""
"Common Stocks and Uncommon Profits and Other Writings","2003"," Philip A. Fisher,‎ Kenneth L. Fisher","0.00","https://images-na.ssl-images-amazon.com/images/I/51kGYk%2Bu6bL._SX328_BO1,204,203,200_.jpg","https://www.amazon.com.au/Common-Stocks-Uncommon-Profits-Writings/dp/0471445509","","","Business Administration","Finance and Economics",""
"Damodaran on Valuation: Security Analysis for Investment and Corporate Finance","2006","Aswath Damodaran","0.00","https://images-na.ssl-images-amazon.com/images/I/51duoYzmkOL._SX345_BO1,204,203,200_.jpg","https://www.amazon.com/Damodaran-Valuation-Security-Investment-Corporate/dp/0471751219","","","Business Administration","Finance and Economics",""
"Financial Risk Management: A Practitioner's Guide to Managing Market and Credit Risk","2012","Steve L. Allen","0.00","https://images-na.ssl-images-amazon.com/images/I/51MzHiyK-0L._SX329_BO1,204,203,200_.jpg","https://www.amazon.com/Financial-Risk-Management-Practitioners-Managing/dp/111817545X","","","Business Administration","Finance and Economics",""
"Financial Risk Manager Handbook","2011","Philippe Jorion","0.00","https://images-na.ssl-images-amazon.com/images/I/51ZF-3Vug%2BL._SX385_BO1,204,203,200_.jpg","https://www.amazon.com/Financial-Risk-Manager-Handbook-6Th/dp/8126544082","","","Business Administration","Finance and Economics",""
"Liar's Poker","2010","Michael Lewis","0.00","https://images-na.ssl-images-amazon.com/images/I/51LFUZmaFaL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Liars-Poker-Norton-Paperback-Michael/dp/039333869X","","","Business Administration","Finance and Economics",""
"One Up On Wall Street","2000","Peter Lynch,‎ John Rothchild (Contributor)","0.00","https://images-na.ssl-images-amazon.com/images/I/51rHrFJEFxL._SX301_BO1,204,203,200_.jpg","https://www.amazon.com.au/One-Up-Wall-Street-Already/dp/0743200403","","","Business Administration","Finance and Economics",""
"Quantitative Risk Management ","2012","Thomas S. Coleman","0.00","https://images-na.ssl-images-amazon.com/images/I/51hlVw62udL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com/Quantitative-Risk-Management-Website-Practical/dp/1118026586","","","Business Administration","Finance and Economics",""
"Risk Management- Concepts and Guidance","2015","Carl L. Pritchard","0.00","https://images-na.ssl-images-amazon.com/images/I/41S6B%2BaEwDL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com/Risk-Management-Concepts-Guidance-Fifth/dp/1482258455","","","Business Administration","Finance and Economics",""
"Stocks for the Long Run","2008","Jeremy J. Siegel","0.00","https://images-na.ssl-images-amazon.com/images/I/51PsWZcHTAL.jpg","https://www.amazon.com/Stocks-Long-Run-4th-Definitive-ebook/dp/B000WJOU0K","","","Business Administration","Finance and Economics",""
"The Alchemy of Finance","2003","George Soros","0.00","https://images-na.ssl-images-amazon.com/images/I/51SeP1lT0DL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Alchemy-Finance-George-August-Paperback/dp/B014GG5GJS","","","Business Administration","Finance and Economics",""
"The Essentials of Risk Management","2014"," Michel Crouhy,‎ Dan Galai,‎ Robert Mark","0.00","https://images-na.ssl-images-amazon.com/images/I/51gNFxijiqL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com.au/Essentials-Risk-Management-Michel-Crouhy/dp/0071818510","","","Business Administration","Finance and Economics",""
"The Failure of Risk Management","2015"," Douglas W. Hubbard","0.00","https://images-na.ssl-images-amazon.com/images/I/51zasYrFemL._SX310_BO1,204,203,200_.jpg","https://www.amazon.com/Failure-Risk-Management-Why-Broken/dp/1501263870","","","Business Administration","Finance and Economics",""
"The Intelligent Investor","2006","Benjamin Graham, Jason Zweig, Warren E. Buffett (Collaborator)","0.00","https://images-na.ssl-images-amazon.com/images/I/513e7BP39PL._SX330_BO1,204,203,200_.jpg","","","","Business Administration","Finance and Economics",""
"Value at Risk: The New Benchmark for Managing Financial Risk","2006","Philippe Jorion","0.00","https://images-na.ssl-images-amazon.com/images/I/51dgiRZrk2L._SX330_BO1,204,203,200_.jpg","https://www.amazon.com/Value-Risk-Benchmark-Managing-Financial/dp/0071464956","","","Business Administration","Finance and Economics",""
"Linear Algebra and Its Applications","2011","David C. Lay","0.00","https://images-na.ssl-images-amazon.com/images/I/41wZVi%2BMcGL._SX386_BO1,204,203,200_.jpg","https://www.amazon.com/Linear-Algebra-Its-Applications-David/dp/1408280566","","","Mathematics","Algebra",""
"Linear Algebra with Applications","2016","Jeffrey Holt ","0.00","https://images-na.ssl-images-amazon.com/images/I/51dq-asr3CL._SX398_BO1,204,203,200_.jpg","https://www.amazon.com/Linear-Algebra-Applications-Holt/dp/1464193347","","","Mathematics","Algebra",""
"Linear Algebra","2017","Jim Hefferon","0.00","https://images-na.ssl-images-amazon.com/images/I/31eV992M3tL._SX403_BO1,204,203,200_.jpg","https://www.amazon.com/Linear-Algebra-Jim-Hefferon/dp/1944325034","","","Mathematics","Algebra",""
"Fundamentals of Calculus","2015","Carla C. Morris, Robert M. Stark","0.00","https://images-na.ssl-images-amazon.com/images/I/51bOrq-AzoL._SX348_BO1,204,203,200_.jpg","https://www.amazon.com/Fundamentals-Calculus-Carla-C-Morris/dp/111901526X","","","Mathematics","Calculus",""
"Vector Calculus, Linear Algebra and Differential Forms","1998","Barbara Burke Hubbard, John H. Hubbard","0.00","https://images-na.ssl-images-amazon.com/images/I/51J168Y1B7L._SX348_BO1,204,203,200_.jpg","https://www.amazon.com/Vector-Calculus-Linear-Algebra-Differential/dp/0136574467","","","Mathematics","Calculus",""
"Graph Theory: An Advanced Course","2011","Adrian Bondy,‎ U.S.R. Murty ","0.00","https://images-na.ssl-images-amazon.com/images/I/41ITbgoq0TL._SX310_BO1,204,203,200_.jpg","https://www.amazon.com.au/Graph-Theory-Advanced-Adrian-Bondy/dp/1846289696","","","Mathematics","Graph Theory",""
"Graph Algorithms in the Language of Linear Algebra","2011"," Jeremy Kepner, John Gilbert","0.00","https://images-na.ssl-images-amazon.com/images/I/41ZowdmxyBL._SX345_BO1,204,203,200_.jpg","https://www.amazon.com/Algorithms-Language-Algebra-Software-Environments/dp/0898719909","","","Mathematics","Graph Theory",""
"Graph Analysis and Visualization Discovering Business Opportunity in Linked Data","2015"," Richard Brath,‎ David Jonker","0.00","https://images-fe.ssl-images-amazon.com/images/I/5192O-I912L.jpg","https://www.amazon.com.au/Graph-Analysis-Visualization-Discovering-Opportunity-ebook/dp/B00T1JQUQE","","","Mathematics","Graph Theory",""
"Probability and Measure Theory","2000","Robert B. Ash, Catherine A. Doléans-Dade","0.00","https://images-na.ssl-images-amazon.com/images/I/41YISgXcD9L._SX310_BO1,204,203,200_.jpg","","","","Mathematics","Probability and Statistics",""
"Probability For Dummies","2006","Deborah J. Rumsey","0.00","https://images-na.ssl-images-amazon.com/images/I/51IA7B2iUkL._SX396_BO1,204,203,200_.jpg","https://www.amazon.com/Probability-Dummies-Deborah-J-Rumsey/dp/0471751413","","","Mathematics","Probability and Statistics",""
"Problems in Probability","2012","Albert N. Shiryaev, Andrew Lyasoff","0.00","https://images-na.ssl-images-amazon.com/images/I/41wzbCeU1KL._SX340_BO1,204,203,200_.jpg","https://www.amazon.com/Problems-Probability-Problem-Books-Mathematics-ebook/dp/B00A9YGXCQ","","","Mathematics","Probability and Statistics",""
"Number Theory: Structures, Examples, and Problems","2009","Titu Andreescu, Dorin Andrica","0.00","https://images-na.ssl-images-amazon.com/images/I/41zOEBDXHeL._SX321_BO1,204,203,200_.jpg","https://www.amazon.com/Number-Theory-Structures-Examples-Problems/dp/081763245X","","","Mathematics","Number Theory",""
"The Music Of The Primes","2004","Marcus Du Sautoy","0.00","https://images-na.ssl-images-amazon.com/images/I/51aWzbVUPdL._SX327_BO1,204,203,200_.jpg","https://www.amazon.com.au/Music-Primes-Marcus-Du-Sautoy/dp/1841155802","","","Mathematics","Number Theory",""
"Understanding Engineering Mathematics","2014","John Bird","0.00","https://images-na.ssl-images-amazon.com/images/I/51xkmdnq7TL._SX396_BO1,204,203,200_.jpg","https://www.amazon.com/Understanding-Engineering-Mathematics-John-Bird/dp/0415662842","","","Mathematics","Miscellaneous",""
"THINKING ABOUT GÖDEL AND TURING","2007","Gregory J. Chaitin","0.00","https://images-na.ssl-images-amazon.com/images/I/51qwRwScTbL._SX348_BO1,204,203,200_.jpg","https://www.amazon.com/THINKING-ABOUT-G%C3%96DEL-TURING-Complexity/dp/9812708960","","","Mathematics","Miscellaneous",""
"Logic for Dummies","2006","Mark Zegarelli","0.00","https://images-na.ssl-images-amazon.com/images/I/516KTRMwXoL._SX397_BO1,204,203,200_.jpg","https://www.amazon.com.au/Logic-Dummies-Mark-Zegarelli/dp/0471799416","","","Software Engineering","Microsoft",""
"Introduction to Time Series Modeling","2010","Genshiro Kitagawa","0.00","https://images-na.ssl-images-amazon.com/images/I/41CyXI720BL._SX321_BO1,204,203,200_.jpg","","","","Mathematics","Miscellaneous",""
"A Brief History of the Paradox","2005","Roy Sorensen","0.00","https://images-na.ssl-images-amazon.com/images/I/519WM5j63HL._SX355_BO1,204,203,200_.jpg","https://www.amazon.com/Brief-History-Paradox-Philosophy-Labyrinths/dp/0195179862","","","Philosophy","Philosophy",""
"A Commentary to Kant's Critique of Pure Reason","2003","Norman Kemp Smith, Sebastian Gardner (Editor)","0.00","https://images-na.ssl-images-amazon.com/images/I/41E6046wseL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Commentary-Kants-Critique-Pure-Reason/dp/1403915040","","","Philosophy","Philosophy",""
"A Concise Introduction to Logic","2010","Patrick J Hurley","0.00","https://images-na.ssl-images-amazon.com/images/I/31K0NuUwDLL._SY298_BO1,204,203,200_.jpg","https://www.amazon.com/Concise-Introduction-Logic-11th/dp/1133162754","","","Philosophy","Philosophy",""
"A History of Twelfth-Century Western Philosophy","1992","Peter Dronke","0.00","https://images-na.ssl-images-amazon.com/images/I/51Q9sVMHMeL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/History-Twelfth-Century-Western-Philosophy/dp/0521429072","","","Philosophy","Philosophy",""
"A History of Western Philosophy","1967","Bertrand Russell","0.00","https://images-na.ssl-images-amazon.com/images/I/41J6D-GNI7L._SX310_BO1,204,203,200_.jpg","https://www.amazon.com/History-Western-Philosophy-Bertrand-Russell/dp/0671201581","","","Philosophy","Philosophy",""
"A Reading of Hegel's ""Phenomenology of Spirit""","1993","Quentin Lauer","0.00","https://images-na.ssl-images-amazon.com/images/I/51R4rD8jzbL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Reading-Hegels-Phenomenology-Spirit/dp/0823213552","","","Philosophy","Philosophy",""
"A Treatise of Human Nature","2003","David Hume","0.00","https://images-na.ssl-images-amazon.com/images/I/51SjbRbPqIL._SX321_BO1,204,203,200_.jpg","https://www.amazon.com/Treatise-Human-Nature-Philosophical-Classics/dp/0486432505","","","Philosophy","Philosophy",""
"Accessing Kant: A Relaxed Introduction to the Critique of Pure Reason","2005","Jay F. Rosenberg","0.00","https://images-na.ssl-images-amazon.com/images/I/51lBzbDdk5L._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Accessing-Kant-Relaxed-Introduction-Critique/dp/0199275823","","","Philosophy","Philosophy",""
"The Apology","2013","Plato Plato","0.00","https://images-na.ssl-images-amazon.com/images/I/51TKVLhlbLL._SX398_BO1,204,203,200_.jpg","https://www.amazon.com/Apology-Plato/dp/1466269189","","","Philosophy","Philosophy",""
"Aristotle's Politics Today","2008","Lenn E. Goodman, Robert B. Talisse ","0.00","https://images-na.ssl-images-amazon.com/images/I/51Y%2BLmRgbgL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Aristotles-Politics-Today-Ancient-Philosophy/dp/0791472280","","","Philosophy","Philosophy",""
"Politics","2009"," Aristotle","0.00","https://images-na.ssl-images-amazon.com/images/I/41durHYj-GL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Politics-Aristotle/dp/160459764X","","","Philosophy","Philosophy",""
"Being and Time","2010","Martin Heidegger","0.00","https://images-na.ssl-images-amazon.com/images/I/41QXF2u4fZL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com.au/Being-Time-Martin-Heidegger/dp/1438432763","","","Philosophy","Philosophy",""
"The Critique of Pure Reason","2011","Immanuel Kant, J.M.D. Meiklejohn (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/51kQr8h5KnL._SX351_BO1,204,203,200_.jpg","https://www.amazon.com/Critique-Pure-Reason-Immanuel-Kant/dp/1463794762","","","Philosophy","Philosophy",""
"A Discourse on the Method","2006","René Descartes, Ian Maclean (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/51gwoGmgUsL._SX328_BO1,204,203,200_.jpg","https://www.amazon.com/Discourse-Method-Correctly-Conducting-Sciences-ebook/dp/B005Q8E92Q","","","Philosophy","Philosophy",""
"Essays And Aphorisms","1977","Arthur Schopenhauer","0.00","https://images-na.ssl-images-amazon.com/images/I/41ASMCoz7QL._SX323_BO1,204,203,200_.jpg","https://www.amazon.com.au/Essays-Aphorisms-Arthur-Schopenhauer/dp/0140442278","","","Philosophy","Philosophy",""
"The Ethics","2017","Benedict de Spinoza","0.00","https://images-na.ssl-images-amazon.com/images/I/31Px5bZdU5L._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Ethics-Benedict-Spinoza/dp/163600055X","","","Philosophy","Philosophy",""
"God Is Not Great: How Religion Poisons Everything","2007","Christopher Hitchens","0.00","https://images-na.ssl-images-amazon.com/images/I/41CaFp%2BvVPL._SY346_.jpg","https://www.amazon.com/God-Not-Great-Religion-Everything-ebook/dp/B00287KD4Q","","","Philosophy","Philosophy",""
"Heaven Is For Real: A Little Boy's Astounding Story of His Trip to Heaven and Back","2011","Todd Burpo,‎ Lynn Vincent","0.00","https://images-na.ssl-images-amazon.com/images/I/41Y1sPXW4AL._SX309_BO1,204,203,200_.jpg","https://www.amazon.com.au/Heaven-Real-Little-Astounding-Story/dp/0849946158","","","Philosophy","Philosophy",""
"Introduction to Sufism: The Inner Path of Islam","2010"," Eric Geoffroy,‎ Roger Gaetani (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/51Na-l0zaCL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com.au/Introduction-Sufism-Inner-Path-Islam/dp/1935493108","","","Philosophy","Philosophy",""
"Letters From A Stoic","1974","Seneca","0.00","https://images-na.ssl-images-amazon.com/images/I/51dOJluyUUL._SX326_BO1,204,203,200_.jpg","https://www.amazon.com.au/Letters-Stoic-Seneca/dp/0140442103","","","Philosophy","Philosophy",""
"Man's Search for Meaning","2006","Viktor E. Frankl","0.00","https://images-na.ssl-images-amazon.com/images/I/41jNJ1FrUlL._SX307_BO1,204,203,200_.jpg","https://www.amazon.com.au/Mans-Search-Meaning-Viktor-Frankl/dp/080701429X","","","Philosophy","Philosophy",""
"Meditations","2012","Marcus Aurelius","0.00","https://images-na.ssl-images-amazon.com/images/I/51FztDLWXKL._SX382_BO1,204,203,200_.jpg","https://www.amazon.com/Meditations-Marcus-Aurelius/dp/1470089734","","","Philosophy","Philosophy",""
"Paradoxes","2009","R. M. Sainsbury","0.00","https://images-na.ssl-images-amazon.com/images/I/51PJtyOpUxL._SX330_BO1,204,203,200_.jpg","https://www.amazon.com/Paradoxes-R-M-Sainsbury/dp/0521720796","","","Philosophy","Philosophy",""
"Philosophical Investigations","1998","Ludwig Wittgenstein","0.00","https://images-na.ssl-images-amazon.com/images/I/414S93CFPDL._SX309_BO1,204,203,200_.jpg","https://www.amazon.com/Philosophical-Investigations-Ludwig-Wittgenstein/dp/0631205691","","","Philosophy","Philosophy",""
"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","2012","Eben Alexander III M.D.","0.00","https://images-na.ssl-images-amazon.com/images/I/41xuKhRdv7L.jpg","https://www.amazon.com/Proof-Heaven-Neurosurgeons-Journey-Afterlife-ebook/dp/B008AK8FHM","","","Philosophy","Philosophy",""
"Sophie's World: A Novel About the History of Philosophy ","2007","Jostein Gaarder, Paulette Møller (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/51zt0Tc-KuL.jpg","https://www.amazon.com/Sophies-World-History-Philosophy-Classics-ebook/dp/B00699SDR8","","","Philosophy","Philosophy",""
"The Alchemist","2006","Paulo Coelho, Alan R. Clarke (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/41ybG235TcL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com/Alchemist-Paulo-Coelho/dp/0061122416","","","Philosophy","Philosophy",""
"The Garden of Truth: The Vision and Promise of Sufism, Islam’s Mystical Tradition","2007","Seyyed Hossein Nasr","0.00","https://images-na.ssl-images-amazon.com/images/I/61UaxlaEjUL._SX329_BO1,204,203,200_.jpg","https://www.amazon.com/Garden-Truth-Promise-Mystical-Tradition/dp/0060797223","","","Philosophy","Philosophy",""
"The Little Prince","2000","Antoine de Saint-Exupery, Richard Howard (Translator)","0.00","https://images-na.ssl-images-amazon.com/images/I/51C04gx%2BwFL.jpg","https://www.amazon.com/Little-Prince-Antoine-Saint-Exupery-ebook/dp/B008QYT7DI","","","Philosophy","Philosophy",""
"The Prophet","1965","Kahlil Gibran","0.00","https://images-na.ssl-images-amazon.com/images/I/41KP28m5t0L._SX311_BO1,204,203,200_.jpg","https://www.amazon.com/Prophet-Kahlil-Gibran/dp/B001AGWEMK","","","Philosophy","Philosophy",""
"Utilitarianism","2002","John Stuart Mill, George Sher (Editor)","0.00","https://images-na.ssl-images-amazon.com/images/I/31PGIRBWWZL._SX322_BO1,204,203,200_.jpg","https://www.amazon.com/Utilitarianism-John-Stuart-Mill/dp/087220605X","","","Philosophy","Philosophy",""
"Algorithmic Cryptanalysis","2009"," Antoine Joux","0.00","https://images-na.ssl-images-amazon.com/images/I/51sSBkviCFL._SX326_BO1,204,203,200_.jpg","https://www.amazon.com/Algorithmic-Cryptanalysis-Chapman-Cryptography-Security/dp/1420070029","","","Software Engineering","Algorithm",""
"Algorithms and Applications: Essays Dedicated to Esko Ukkonen on the Occasion of His 60th Birthday","2010","Tapio Elomaa,‎ Heikki Mannila,‎ Pekka Orponen","0.00","https://images-na.ssl-images-amazon.com/images/I/41JT02wp4gL._SX327_BO1,204,203,200_.jpg","https://www.amazon.com.au/Algorithms-Applications-Dedicated-Occasion-Birthday/dp/3642124755","","","Software Engineering","Algorithm",""
"Algorithms Sequential & Parallel: A Unified Approach","2012","Russ Miller, Laurence Boxer","0.00","https://images-na.ssl-images-amazon.com/images/I/51vZlLpzB7L._SX414_BO1,204,203,200_.jpg","https://www.amazon.com/Algorithms-Sequential-Parallel-Unified-Approach-ebook/dp/B00B9DM41U","","","Software Engineering","Algorithm",""
"Algorithms Unlocked","2013","Thomas H Cormen","0.00","https://images-na.ssl-images-amazon.com/images/I/418Bh6kNSoL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com.au/Algorithms-Unlocked-Thomas-H-Cormen/dp/0262518805","","","Software Engineering","Algorithm",""
"Clever Algorithms: Nature-Inspired Programming Recipes","2012","Jason Brownlee","0.00","https://images-na.ssl-images-amazon.com/images/I/51W12Rq9zdL._SX331_BO1,204,203,200_.jpg","https://www.amazon.com/Clever-Algorithms-Nature-Inspired-Programming-Recipes/dp/1446785068","","","Software Engineering","Algorithm",""
"Data Algorithms: Recipes for Scaling Up with Hadoop and Spark","2015","Mahmoud Parsian","0.00","https://images-na.ssl-images-amazon.com/images/I/51DA7qCc3ZL._SX379_BO1,204,203,200_.jpg","https://www.amazon.com/Data-Algorithms-Recipes-Scaling-2015-08-01/dp/B01JXO0PBW","","","Software Engineering","Algorithm",""
"Data Structures and Algorithms in C++","2012","Adam Drozdek","0.00","https://images-na.ssl-images-amazon.com/images/I/51uMc8%2BkBNL._SX402_BO1,204,203,200_.jpg","https://www.amazon.com/Data-Structures-Algorithms-Adam-Drozdek/dp/1133608426","","","Software Engineering","Algorithm",""
"Data Structures and Algorithms in Java","2014","Michael T. Goodrich, Roberto Tamassia, Michael H. Goldwasser","0.00","https://images-na.ssl-images-amazon.com/images/I/61s6zH2bbIL._SX384_BO1,204,203,200_.jpg","https://www.amazon.com/Data-Structures-Algorithms-Java-6th-ebook/dp/B00JDRQF8C","","","Software Engineering","Algorithm",""
"Data Structures and Algorithms in Python","2013","Michael T. Goodrich,‎ Roberto Tamassia,‎ Michael H. Goldwasser ","0.00","https://images-na.ssl-images-amazon.com/images/I/61CNih6gfcL._SX379_BO1,204,203,200_.jpg","https://www.amazon.com.au/Structures-Algorithms-Python-Michael-Goodrich/dp/1118290275","","","Software Engineering","Algorithm",""
